University,Program,Degree,Type,Accreditation,Year,Grade,Expiration Date,Status
UIN Sunan Ampel,Ilmu Al-Qur'an Dan Tafsir,S2,PTAN,3297/SK/BAN-PT/Ak.KP/M/VIII/2023,2023,Baik Sekali,2027-01-11,Masih berlaku
UIN Sumatera Utara Medan,Bimbingan Penyuluhan Islam,S1,PTAN,3296/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Baik Sekali,2026-03-03,Masih berlaku
IAIN Palopo,Hukum Ekonomi Syariah,S1,PTAN,3338/SK/BAN-PT/Ak.Ppj/S/VIII/2023,2023,B,2027-09-13,Masih berlaku
UIN Fatmawati Sukarno Bengkulu,Hukum Ekonomi Syariah (Muamalah),S1,PTAN,3286/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Baik Sekali,2025-03-29,Masih berlaku
IAIN Pontianak,Manajemen Dakwah,S1,PTAN,3288/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Baik Sekali,2027-12-28,Masih berlaku
IAIN Takengon,Manajemen Pendidikan Islam,S2,PTAN,3309/SK/BAN-PT/Ak.P/M/VIII/2023,2023,Baik,2025-08-22,Masih berlaku
UIN Sultan Syarif Kasim Riau,Pendidikan Profesi Guru,Pro.,PTAN,702/SK/LAMDIK/Ak-PSB/P/VIII/2023,2023,Baik,-,Masih berlaku
IAIN Syekh Nurjati Cirebon,Tadris Bahasa Indonesia,S1,PTAN,810/SK/LAMDIK/Ak/S/VIII/2023,2023,Unggul,2028-08-27,Masih berlaku
UIN Kiai Haji Achmad Siddiq Jember,Ekonomi Syariah,S2,PTAN,3386/SK/BAN-PT/Ak-PNB/M/VIII/2023,2023,B,2026-10-14,Masih berlaku
IAIN Sultan Amai Gorontalo,Pendidikan Bahasa Arab,S2,PTAN,814/SK/LAMDIK/Ak/M/VIII/2023,2023,Baik,2028-04-12,Masih berlaku
UIN Sjech M. Djamil Djambek Bukittinggi,Statistika,S1,PTAN,3446/SK/BAN-PT/Ak.P/S/VIII/2023,2023,Baik,2025-08-29,Masih berlaku
UIN Sunan Kalijaga,Manajemen Dakwah,S1,PTAN,3498/SK/BAN-PT/Ak.Ppj/S/VIII/2023,2023,A,2028-09-13,Masih berlaku
UIN Sunan Ampel,Sejarah Peradaban Islam,S1,PTAN,3443/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Unggul,2026-10-14,Masih berlaku
IAIN Padangsidimpuan,Tadris Kimia,S1,PTAN,3411/SK/BAN-PT/Ak/S/VIII/2023,2023,Baik,2028-08-29,Masih berlaku
UIN Sunan Ampel,Pendidikan Bahasa Arab,S2,PTAN,3442/SK/BAN-PT/Ak.KP/M/VIII/2023,2023,Baik Sekali,2026-01-30,Masih berlaku
UIN Sunan Ampel,Ilmu Falak,S1,PTAN,3441/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Baik Sekali,2024-08-27,152 hari lagi kadaluarsa
UIN Sunan Ampel,Hukum  Pidana/Jinayah,S1,PTAN,3440/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Unggul,2026-12-28,Masih berlaku
UIN Ar-Raniry Banda Aceh,Hukum Tata Negara (Siyasah),S1,PTAN,3439/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Baik Sekali,2026-11-04,Masih berlaku
UIN Maulana Malik Ibrahim,Ilmu Al-Qur`an Dan Tafsir,S1,PTAN,3438/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Baik Sekali,2026-03-30,Masih berlaku
UIN Sumatera Utara Medan,Aqidah Dan Filsafat Islam,S3,PTAN,3437/SK/BAN-PT/Ak.KP/D/VIII/2023,2023,Baik Sekali,2024-04-16,19 hari lagi kadaluarsa
UIN Fatmawati Sukarno Bengkulu,Perbankan Syariah,S1,PTAN,3417/SK/BAN-PT/Ak/S/VIII/2023,2023,Baik,2028-08-29,Masih berlaku
IAIN ParePare,Hukum Tatanegara (Siyasah),S1,PTAN,3421/SK/BAN-PT/Ak/S/VIII/2023,2023,Baik,2028-08-29,Masih berlaku
IAIN Ambon,Hukum Pidana Islam (Jinayah),S2,PTAN,3456/SK/BAN-PT/Ak.P/M/VIII/2023,2023,Baik,2025-08-29,Masih berlaku
UIN Datokarama Palu,Komunikasi Dan Penyiaran Islam,S1,PTAN,3435/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Baik Sekali,2026-01-05,Masih berlaku
UIN Antasari Banjarmasin,Hukum Keluarga (Ahwal Syakhshiyyah),S2,PTAN,3433/SK/BAN-PT/Ak.KP/M/VIII/2023,2023,Baik Sekali,2027-09-13,Masih berlaku
UIN Antasari Banjarmasin,Komunikasi Dan Penyiaran Islam,S1,PTAN,3432/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Baik Sekali,2025-09-04,Masih berlaku
UIN Alauddin Makassar,Dirasah Islamiyah,S2,PTAN,3431/SK/BAN-PT/Ak.KP/M/VIII/2023,2023,Baik Sekali,2027-08-16,Masih berlaku
UIN MAULANA MALIK IBRAHIM MALANG,FARMASI,S1,PTAN,0633/LAM-PTKes/Akr/Sar/VIII/2023,2023,BAIK SEKALI,2028-08-24,Masih berlaku
UIN Sunan Kalijaga,Pendidikan Biologi,S1,PTAN,626/SK/LAMDIK/Ak/S/VI/2023,2023,Unggul,2028-09-04,Masih berlaku
UIN Ar-Raniry Banda Aceh,Pendidikan Fisika,S1,PTAN,568/SK/LAMDIK/Ak/S/VI/2023,2023,Baik Sekali,2028-09-04,Masih berlaku
UIN Sjech M. Djamil Djambek Bukittinggi,Informatika,S1,PTAN,3557/SK/BAN-PT/Ak.P/S/IX/2023,2023,Baik,2025-09-05,Masih berlaku
IAIN Kediri,Hukum Tatanegara (Siyasah Syar'iyyah),S1,PTAN,3617/SK/BAN-PT/Ak.P/S/IX/2023,2023,Baik,2025-09-05,Masih berlaku
IAIN Lhokseumawe,Pendidikan Profesi Guru,Profesi,PTAN,3559/SK/BAN-PT/Ak.P/PP/IX/2023,2023,Baik,2025-09-05,Masih berlaku
UIN Mataram,Ilmu Al-Qur'an Dan Tafsir,S2,PTAN,3567/SK/BAN-PT/Ak.P/M/IX/2023,2023,Baik,2025-09-05,Masih berlaku
UIN Fatmawati Sukarno Bengkulu,Pendidikan Profesi Guru Keagamaan,Profesi,PTAN,3566/SK/BAN-PT/Ak.P/PP/IX/2023,2023,Baik,2025-09-05,Masih berlaku
UIN Datokarama Palu,Manajemen Pendidikan Islam (Kependidikan Islam),S1,PTAN,3606/SK/BAN-PT/Ak.KP/S/IX/2023,2023,Baik Sekali,2027-01-27,Masih berlaku
UIN Sunan Kalijaga,Bahasa Dan Sastra Arab,S2,PTAN,3552/SK/BAN-PT/Ak.KP/M/IX/2023,2023,Baik Sekali,2028-07-18,Masih berlaku
UIN Sultan Aji Muhammad Idris Samarinda,Tadris Bahasa Inggris,S1,PTAN,3536/SK/BAN-PT/Ak/S/IX/2023,2023,Baik Sekali,2028-09-05,Masih berlaku
UIN Ar-Raniry Banda Aceh,Hukum Ekonomi Syari'ah (Muamalah),S1,PTAN,3555/SK/BAN-PT/Ak.KP/S/IX/2023,2023,Unggul,2025-05-05,Masih berlaku
UIN Ar-Raniry Banda Aceh,Hukum Pidana Islam,S1,PTAN,3554/SK/BAN-PT/Ak.KP/S/IX/2023,2023,Unggul,2024-12-18,Masih berlaku
UIN Ar-Raniry Banda Aceh,Hukum Keluarga (Akhwal Syahsiyyah),S1,PTAN,3553/SK/BAN-PT/Ak.KP/S/IX/2023,2023,Unggul,2026-01-05,Masih berlaku
UIN SUMATERA UTARA MEDAN MEDAN,ILMU KESEHATAN MASYARAKAT,S1,PTAN,0639/LAM-PTKes/Akr/Sar/VIII/2023,2023,BAIK SEKALI,2028-08-24,Masih berlaku
IAIN Madura,Manajemen Pendidikan Islam,S2,PTAN,827/SK/LAMDIK/Ak-PSB/M/IX/2023,2023,Baik,-,Masih berlaku
UIN Raden Intan Lampung,Manajemen Pendidikan Islam,S1,PTAN,840/SK/LAMDIK/Ak/S/IX/2023,2023,Unggul,2028-07-31,Masih berlaku
IAIN Madura,Manajemen Pendidikan Islam,S2,PTAN,827/SK/LAMDIK/Ak-PSB/M/IX/2023,2023,Baik,-,Masih berlaku
UIN Sultan Syarif Kasim Riau,Pendidikan Profesi Guru,Pro.,PTAN,702/SK/LAMDIK/Ak-PSB/P/VIII/2023,2023,Baik,-,Masih berlaku
IAIN Ambon,Tadris Bahasa Indonesia,S1,PTAN,691/SK/LAMDIK/Ak-PSB/S/VIII/2023,2023,Baik,-,Masih berlaku
IAIN Ambon,Tadris Matematika,S2,PTAN,695/SK/LAMDIK/Ak-PSB/M/VIII/2023,2023,Baik,-,Masih berlaku
UIN Sunan Kalijaga,Pengembangan Masyarakat Islam,S1,PTAN,3685/SK/BAN-PT/Akred-Itnl/S/IX/2023,2023,Unggul,2028-03-21,Masih berlaku
UIN Sunan Kalijaga,Studi Agama Agama,S1,PTAN,3686/SK/BAN-PT/Akred-Itnl/S/IX/2023,2023,Unggul,2028-03-21,Masih berlaku
UIN Sunan Kalijaga,Studi Islam,S3,PTAN,3687/SK/BAN-PT/Akred-Itnl/D/IX/2023,2023,Unggul,2028-03-21,Masih berlaku
UIN Sunan Kalijaga,Ilmu Komunikasi,S1,PTAN,3690/SK/BAN-PT/Akred-Itnl/S/IX/2023,2023,Unggul,2028-03-21,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Manajemen Pendidikan Islam,S1,PTAN,3659/SK/BAN-PT/Ak.KP/S/IX/2023,2023,Unggul,2026-06-18,Masih berlaku
UIN Sunan Kalijaga,Ilmu Al-Quran Dan Tafsir,S1,PTAN,3689/SK/BAN-PT/Akred-Itnl/S/IX/2023,2023,Unggul,2028-03-21,Masih berlaku
UIN Ar-Raniry Banda Aceh,Pendidikan Matematika,S1,PTAN,778/SK/LAMDIK/Ak/S/VII/2023,2023,Unggul,2028-09-13,Masih berlaku
UIN Sunan Gunung Djati,Pendidikan Agama Islam,S1,PTAN,790/SK/LAMDIK/Ak/S/VIII/2023,2023,Unggul,2028-09-18,Masih berlaku
IAIN Ternate,Perbankan Syariah,S1,PTAN,288/DE/A.5/AR.10/III/2023,2023,Baik,2028-03-28,Masih berlaku
UIN Sumatera Utara Medan,Hukum Ekonomi Syariah (Muamalah),S1,PTAN,3795/SK/BAN-PT/Ak.KP/S/IX/2023,2023,Unggul,2025-12-30,Masih berlaku
UIN Sumatera Utara Medan,Manajemen Dakwah,S1,PTAN,3796/SK/BAN-PT/Ak.KP/S/IX/2023,2023,Baik Sekali,2025-01-08,Masih berlaku
UIN Sumatera Utara Medan,Hukum Keluarga (Ahwal Al-syakhshiyyah),S2,PTAN,3797/SK/BAN-PT/Ak.KP/M/IX/2023,2023,Baik Sekali,2024-07-30,124 hari lagi kadaluarsa
UIN Maulana Malik Ibrahim,Hukum Tata Negara (Siyasah),S1,PTAN,3798/SK/BAN-PT/Ak.KP/S/IX/2023,2023,Baik Sekali,2024-07-02,96 hari lagi kadaluarsa
UIN Sunan Kalijaga,Hukum Keluarga Islam (Ahwal Syakhsiyyah),S1,PTAN,3799/SK/BAN-PT/Ak.KP/S/IX/2023,2023,Unggul,2025-11-15,Masih berlaku
UIN Alauddin Makassar,Dirasah Islamiyah,S3,PTAN,3784/SK/BAN-PT/Ak.KP/D/IX/2023,2023,Unggul,2027-08-16,Masih berlaku
UIN Syekh Ali Hasan Ahmad Addary Padangsidimpuan,Pendidikan Profesi Guru,Pro.,PTAN,900/SK/LAMDIK/Ak-PSB/P/IX/2023,2023,Baik,-,Masih berlaku
UIN Maulana Malik Ibrahim,Ekonomi Syariah,S3,PTAN,524/DE/A.5/AR.10/VII/2023,2023,Baik Sekali,2028-07-05,Masih berlaku
UIN Profesor Kiai Haji Saifuddin Zuhri Purwokerto,Perbankan Syariah,S1,PTAN,520/DE/A.5/AR.10/VII/2023,2023,Baik Sekali,2028-07-05,Masih berlaku
UIN Syekh Ali Hasan Ahmad Addary Padangsidimpuan,Pendidikan Profesi Guru,Pro.,PTAN,900/SK/LAMDIK/Ak-PSB/P/IX/2023,2023,Baik,-,Masih berlaku
IAIN Manado,Perbankan Syariah,S1,PTAN,724/DE/A.5/AR.10/IX/2023,2023,Baik Sekali,2028-09-18,Masih berlaku
UIN Sunan Gunung Djati,Bahasa Dan Sastra Arab,S1,PTAN,3880/SK/BAN-PT/Ak.Ppj/S/IX/2023,2023,A,2028-09-13,Masih berlaku
UIN Raden Intan Lampung,Pendidikan Profesi Guru Keagamaan,Profesi,PTAN,3868/SK/BAN-PT/Ak.P/PP/IX/2023,2023,Baik,2025-09-26,Masih berlaku
UIN Walisongo Semarang,Hukum Keluarga Islam (Ahwal Al-Syakhsiyyah),S1,PTAN,3909/SK/BAN-PT/Ak.Ppj/S/IX/2023,2023,A,2028-07-10,Masih berlaku
UIN Sunan Kalijaga,Teknik Industri,S2,PTAN,0320/SK/LAM Teknik/PB.AM/IX/2023,2023,Baik,2025-09-28,Masih berlaku
UIN Walisongo Semarang,Pendidikan Fisika,S1,PTAN,912/SK/LAMDIK/Ak/S/IX/2023,2023,Unggul,2028-09-18,Masih berlaku
UIN Sultan Syarif Kasim Riau,Studi Agama-Agama,S1,PTAN,3980/SK/BAN-PT/Ak.Ppj/S/X/2023,2023,A,2028-01-04,Masih berlaku
UIN Sayyid Ali Rahmatullah Tulungagung,Tasawuf Psikoterapi,S1,PTAN,3983/SK/BAN-PT/Ak.Ppj/S/X/2023,2023,B,2027-09-06,Masih berlaku
IAIN Padangsidimpuan,Ekonomi Syariah,S2,PTAN,3949/SK/BAN-PT/Ak/M/X/2023,2023,Baik,2028-10-03,Masih berlaku
UIN Sumatera Utara Medan,Ilmu Hadis,S1,PTAN,4009/SK/BAN-PT/Ak.KP/S/X/2023,2023,Baik Sekali,2025-01-07,Masih berlaku
UIN Sultan Maulana Hasanuddin Banten,Studi Islam Interdisipliner,S2,PTAN,3952/SK/BAN-PT/Ak/M/X/2023,2023,Baik Sekali,2028-10-03,Masih berlaku
STAIN Mandailing Natal,Manajemen Dakwah,S1,PTAN,3940/SK/BAN-PT/Ak/S/X/2023,2023,Baik,2028-10-03,Masih berlaku
UIN Kiai Haji Achmad Siddiq Jember,Komunikasi Dan Penyiaran Islam,S1,PTAN,3938/SK/BAN-PT/Ak/S/X/2023,2023,Baik Sekali,2028-10-03,Masih berlaku
UIN Imam Bonjol Padang,Ilmu Hadis,S1,PTAN,3957/SK/BAN-PT/Ak/S/X/2023,2023,Baik,2028-10-03,Masih berlaku
IAIN Pontianak,Bimbingan Dan Konseling Islam,S1,PTAN,4028/SK/BAN-PT/Ak.S/S/X/2023,2023,B,-,Masih berlaku
STAIN Sultan Abdurrahman Kepulauan Riau,Ilmu Al-Qur`an Dan Tafsir,S1,PTAN,4019/SK/BAN-PT/PEPA-Ppj/S/X/2023,2023,Baik,2028-01-10,Masih berlaku
UIN Raden Fatah Palembang,Hukum Pidana Islam (Jinayah),S1,PTAN,4017/SK/BAN-PT/PEPA-Ppj/S/X/2023,2023,B,2028-08-01,Masih berlaku
UIN Raden Fatah Palembang,Perbandingan Mazhab,S1,PTAN,4018/SK/BAN-PT/PEPA-Ppj/S/X/2023,2023,B,2028-08-22,Masih berlaku
UIN Maulana Malik Ibrahim,Akuntansi,S1,PTAN,738/DE/A.5/AR.10/IX/2023,2023,Unggul,2028-09-25,Masih berlaku
UIN Imam Bonjol Padang,Ekonomi Syariah,S1,PTAN,768/DE/A.5/AR.10/IX/2023,2023,Baik Sekali,2028-09-27,Masih berlaku
UIN Sunan Kalijaga,Ekonomi Syariah,S2,PTAN,770/DE/A.5/AR.10/IX/2023,2023,Unggul,2028-09-27,Masih berlaku
IAIN Syekh Nurjati Cirebon,Tasawuf Dan Psikoterapi,S1,PTAN,4067/SK/BAN-PT/Ak.P/S/X/2023,2023,Baik,2025-10-10,Masih berlaku
UIN Salatiga,Komunikasi Dan Penyiaran Islam,S1,PTAN,4079/SK/BAN-PT/Ak.S/S/X/2023,2023,B,-,Masih berlaku
UIN Salatiga,Pengembangan Masyarakat Islam,S1,PTAN,4078/SK/BAN-PT/Ak.S/S/X/2023,2023,B,-,Masih berlaku
UIN Sunan Gunung Djati,Tadris Bahasa Inggris,S2,PTAN,4110/SK/BAN-PT/Ak.P/M/X/2023,2023,Baik,2025-10-10,Masih berlaku
UIN Walisongo Semarang,Psikologi,S1,PTAN,4103/SK/BAN-PT/Ak.Ppj/S/X/2023,2023,B,2028-01-04,Masih berlaku
IAIN Syekh Nurjati Cirebon,Pariwisata Syariah,S1,PTAN,4065/SK/BAN-PT/Ak.P/S/X/2023,2023,Baik,2025-10-10,Masih berlaku
UIN Sultan Aji Muhammad Idris Samarinda,Ekonomi Syariah,S2,PTAN,4042/SK/BAN-PT/Ak/M/X/2023,2023,Baik Sekali,2028-10-10,Masih berlaku
UIN Syarif Hidayatullah,Perbandingan Mazhab,S1,PTAN,4057/SK/BAN-PT/Ak/S/X/2023,2023,Unggul,2028-10-10,Masih berlaku
STAIN Tengku Dirundeng Meulaboh,Tadris Bahasa Inggris,S1,PTAN,4056/SK/BAN-PT/Ak/S/X/2023,2023,Baik,2028-10-10,Masih berlaku
UIN Maulana Malik Ibrahim,Hukum Keluarga Islam (Ahwal Syakhshiyyah) - S3,S3,PTAN,4062/SK/BAN-PT/Ak/D/X/2023,2023,Baik Sekali,2028-10-10,Masih berlaku
UIN Sunan Kalijaga,Arsitektur,S1,PTAN,4121/SK/BAN-PT/Ak.P/S/X/2023,2023,Baik,2025-10-10,Masih berlaku
UIN Maulana Malik Ibrahim,Ilmu Hadis,S1,PTAN,4124/SK/BAN-PT/Ak.P/S/X/2023,2023,Baik,2025-10-10,Masih berlaku
UIN Sayyid Ali Rahmatullah Tulungagung,Tadris Biologi,S1,PTAN,961/SK/LAMDIK/Ak/S/IX/2023,2023,Baik Sekali,2028-09-26,Masih berlaku
UIN Raden Fatah Palembang,Pendidikan Fisika,S1,PTAN,945/SK/LAMDIK/Ak/S/IX/2023,2023,Baik Sekali,2028-09-26,Masih berlaku
UIN Salatiga,Bimbingan Dan Konseling Pendidikan Islam,S1,PTAN,939/SK/LAMDIK/Ak/S/IX/2023,2023,Baik Sekali,2028-09-26,Masih berlaku
UIN Sayyid Ali Rahmatullah Tulungagung,Tadris Bahasa Inggris,S2,PTAN,876/SK/LAMDIK/Ak/M/IX/2023,2023,Baik Sekali,2028-09-05,Masih berlaku
IAIN Madura,Pendidikan Agama Islam,S1,PTAN,963/SK/LAMDIK/Ak/S/IX/2023,2023,Unggul,2028-08-27,Masih berlaku
IAIN Kerinci,Bimbingan Dan Konseling Pendidikan Islam,S1,PTAN,710/SK/LAMDIK/Ak/S/VIII/2023,2023,Baik Sekali,2028-10-15,Masih berlaku
UIN Sayyid Ali Rahmatullah Tulungagung,Tadris Matematika,S1,PTAN,879/SK/LAMDIK/Ak/S/IX/2023,2023,Unggul,2028-10-09,Masih berlaku
UIN Ar-Raniry Banda Aceh,Pendidikan Agama Islam,S1,PTAN,644/SK/LAMDIK/Ak/S/VI/2023,2023,Unggul,2028-10-15,Masih berlaku
UIN Ar-Raniry Banda Aceh,Pendidikan Biologi,S1,PTAN,699/SK/LAMDIK/Ak/S/VI/2023,2023,Unggul,2028-10-09,Masih berlaku
UIN Fatmawati Sukarno Bengkulu,Ahwal Al-syakhshiyyah,S1,PTAN,4173/SK/BAN-PT/Ak.KP/S/X/2023,2023,Unggul,2025-09-04,Masih berlaku
UIN Sultan Maulana Hasanuddin Banten,Ilmu Perpustakaan Dan Informasi Islam,S1,PTAN,4289/SK/BAN-PT/Ak.P/S/X/2023,2023,Baik,2025-10-17,Masih berlaku
STAIN Majene,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S2,PTAN,4280/SK/BAN-PT/Ak.P/M/X/2023,2023,Baik,2025-10-17,Masih berlaku
UIN Walisongo Semarang,Ilmu Politik,S1,PTAN,4267/SK/BAN-PT/Ak.S/S/X/2023,2023,B,-,Masih berlaku
UIN Sunan Kalijaga,Hukum Ekonomi Syariah (Muamalah),S1,PTAN,4204/SK/BAN-PT/Ak.KP/S/X/2023,2023,Unggul,2025-11-15,Masih berlaku
UIN Sunan Kalijaga,Hukum Tata Negara,S1,PTAN,4203/SK/BAN-PT/Ak.KP/S/X/2023,2023,Unggul,2025-11-01,Masih berlaku
IAIN Mahmud Yunus Batusangkar,Ilmu Al-Qur`an Dan Tafsir,S1,PTAN,4239/SK/BAN-PT/Ak/S/X/2023,2023,Baik Sekali,2028-10-17,Masih berlaku
UIN Sunan Gunung Djati,Manajemen Keuangan Syariah,S1,PTAN,4253/SK/BAN-PT/Ak.Ppj/S/X/2023,2023,Unggul,2028-10-17,Masih berlaku
IAIN Lhokseumawe,Pendidikan Islam Anak Usia Dini,S1,PTAN,4249/SK/BAN-PT/Ak.Ppj/S/X/2023,2023,Baik Sekali,2028-10-17,Masih berlaku
UIN Walisongo Semarang,Ilmu Hukum,S1,PTAN,4210/SK/BAN-PT/Ak/S/X/2023,2023,Unggul,2028-10-17,Masih berlaku
IAIN Kediri,Studi Islam,S3,PTAN,4206/SK/BAN-PT/Ak/D/X/2023,2023,Baik Sekali,2028-10-17,Masih berlaku
UIN Alauddin Makassar,Sejarah Dan Kebudayaan Islam,S1,PTAN,4201/SK/BAN-PT/Ak.KP/S/X/2023,2023,Unggul,2025-05-05,Masih berlaku
IAIN Madura,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,PTAN,4213/SK/BAN-PT/Ak/S/X/2023,2023,Unggul,2028-10-17,Masih berlaku
UIN Datokarama Palu,Pendidikan Agama Islam,S1,PTAN,847/SK/LAMDIK/Ak/S/IX/2023,2023,Baik Sekali,2028-10-23,Masih berlaku
IAIN Madura,Hukum Ekonomi Syariah (Mu'amalah),S1,PTAN,4366/SK/BAN-PT/Ak.S/S/X/2023,2023,B,-,Masih berlaku
UIN K.H. Abdurrahman Wahid Pekalongan,Tadris Bahasa Indonesia,S1,PTAN,4319/SK/BAN-PT/Ak.P/S/X/2023,2023,Baik,2025-10-24,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Ekonomi Syariah,S1,PTAN,4317/SK/BAN-PT/Ak.KP/S/X/2023,2023,Baik Sekali,2025-03-31,Masih berlaku
UIN Sunan Ampel,Ilmu Politik,S1,PTAN,4389/SK/BAN-PT/Ak/S/X/2023,2023,Unggul,2028-10-24,Masih berlaku
IAIN Ambon,Sosiologi Agama,S1,PTAN,4373/SK/BAN-PT/Ak.Ppj/S/X/2023,2023,Baik,2028-10-24,Masih berlaku
UIN Kiai Haji Achmad Siddiq Jember,Bimbingan Dan Konseling Islam,S1,PTAN,4345/SK/BAN-PT/Ak/S/X/2023,2023,Baik,2028-10-24,Masih berlaku
IAIN Fattahul Muluk Papua,Pendidikan Agama Islam,S1,PTAN,4370/SK/BAN-PT/Ak.Ppj/S/X/2023,2023,Baik Sekali,2028-10-24,Masih berlaku
UIN Datokarama Palu,Manajemen Pendidikan Islam,S2,PTAN,4391/SK/BAN-PT/Ak/M/X/2023,2023,Baik,2028-10-24,Masih berlaku
IAIN Metro,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S2,PTAN,4369/SK/BAN-PT/Ak.Ppj/M/X/2023,2023,Baik,2028-10-24,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Bimbingan Penyuluhan Islam,S1,PTAN,4348/SK/BAN-PT/Ak/S/X/2023,2023,Baik,2028-10-24,Masih berlaku
UIN Sultan Maulana Hasanuddin Banten,Ilmu Hadis,S1,PTAN,4390/SK/BAN-PT/Ak/S/X/2023,2023,Baik Sekali,2028-10-24,Masih berlaku
IAIN Ambon,Tadris Bahasa Indonesia,S1,PTAN,932/SK/LAMDIK/Ak/S/IX/2023,2023,Baik,2028-01-30,Masih berlaku
UIN Sjech M. Djamil Djambek Bukittinggi,Bimbingan Dan Konseling,S1,PTAN,746/SK/LAMDIK/Ak/S/VII/2023,2023,Baik Sekali,2028-10-30,Masih berlaku
UIN Sunan Kalijaga,Manajemen Keuangan Sya'riah,S1,PTAN,062/DE/A.5/AR.12/X/2023,2023,Unggul,2028-03-21,Masih berlaku
UIN Sunan Kalijaga,Perbankan Syariah,S1,PTAN,063/DE/A.5/AR.12/X/2023,2023,Unggul,2028-03-21,Masih berlaku
IAIN Syekh Nurjati Cirebon,Informatika,S1,PTAN,026/SK/LAM-INFOKOM/Ak.Min/S/X/2023,2023,Baik,2025-10-31,Masih berlaku
UIN Raden Fatah Palembang,Pendidikan Kimia,S1,PTAN,1030/SK/LAMDIK/Ak/S/X/2023,2023,Unggul,2028-10-29,Masih berlaku
IAIN Ambon,Tadris Bahasa Inggris,S1,PTAN,1042/SK/LAMDIK/Ak/S/X/2023,2023,Baik,2028-01-30,Masih berlaku
UIN Sunan Kalijaga,Pendidikan Bahasa Arab,S1,PTAN,1084/SK/LAMDIK/Ak-I/S/IX/2023,2023,Unggul,2028-03-21,Masih berlaku
UIN Sunan Kalijaga,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,1074/SK/LAMDIK/Ak-I/S/IX/2023,2023,Unggul,2028-03-21,Masih berlaku
UIN Sunan Kalijaga,Pendidikan Islam Anak Usia Dini,S1,PTAN,1087/SK/LAMDIK/Ak-I/S/IX/2023,2023,Unggul,2028-03-21,Masih berlaku
UIN Sunan Kalijaga,Pendidikan Agama Islam,S1,PTAN,1086/SK/LAMDIK/Ak-I/S/IX/2023,2023,Unggul,2028-03-21,Masih berlaku
UIN Walisongo Semarang,Ilmu Falak,S2,PTAN,4448/SK/BAN-PT/Ak.Ppj/M/X/2023,2023,A,2028-11-14,Masih berlaku
IAIN Sorong,Pendidikan Guru Madrasah Ibtidaiyyah,S1,PTAN,4464/SK/BAN-PT/Ak/S/X/2023,2023,Baik,2028-10-31,Masih berlaku
UIN Raden Mas Said Surakarta,Hukum Pidana Islam,S1,PTAN,4421/SK/BAN-PT/Ak/S/X/2023,2023,Unggul,2028-10-31,Masih berlaku
UIN SYARIF HIDAYATULLAH JAKARTA JAKARTA,KESEHATAN MASYARAKAT,S1,PTAN,0752/LAM-PTKes/Akr/Sar/X/2023,2023,UNGGUL,2028-10-12,Masih berlaku
IAIN Metro,Pendidikan Profesi Guru,Pro.,PTAN,1072/SK/LAMDIK/Ak-PSB/P/X/2023,2023,Baik,-,Masih berlaku
UIN Maulana Malik Ibrahim,Pendidikan Ilmu Pengetahuan Sosial,S1,PTAN,1026/SK/LAMDIK/Ak/S/X/2023,2023,Unggul,2028-11-06,Masih berlaku
UIN Sjech M. Djamil Djambek Bukittinggi,Pendidikan Bahasa Inggris,S1,PTAN,675/SK/LAMDIK/Ak/S/VIII/2023,2023,Baik Sekali,2028-11-06,Masih berlaku
UIN Mahmud Yunus Batusangkar,Hukum Keluarga (Ahwal Al Syakhshiyah),S1,PTAN,4565/SK/BAN-PT/Ak.Ppj/S/XI/2023,2023,A,2027-12-13,Masih berlaku
UIN Sultan Aji Muhammad Idris Samarinda,Ilmu Al-Qur`an Dan Tafsir,S1,PTAN,4526/SK/BAN-PT/Ak/S/XI/2023,2023,Baik Sekali,2028-11-07,Masih berlaku
IAIN Sorong,Komunikasi Dan Penyiaran Islam,S1,PTAN,4550/SK/BAN-PT/Ak.Ppj/S/XI/2023,2023,Baik Sekali,2028-11-07,Masih berlaku
IAIN ParePare,Komunikasi Dan Penyiaran Islam,S1,PTAN,4549/SK/BAN-PT/Ak.Ppj/S/XI/2023,2023,Baik Sekali,2028-11-07,Masih berlaku
UIN Raden Intan Lampung,Pengembangan Masyarakat Islam,S3,PTAN,4543/SK/BAN-PT/Ak/D/XI/2023,2023,Baik Sekali,2028-11-07,Masih berlaku
