Institut Agama Islam Negeri Palopo,Pendidikan Islam Anak Usia Dini,S1,PTAN,2218/SK/BAN-PT/Akred/S/IV/2021,2021,B,2026-04-20,Masih berlaku
Universitas Muhammadiyah Jember,Pendidikan Matematika,S1,07,4416/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-02,Masih berlaku
Universitas Islam Negeri Alauddin,Pendidikan Matematika,S1,PTAN,4427/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-02,Masih berlaku
Universitas Dian Nuswantoro,Penyiaran,D-III,06,4414/SK/BAN-PT/Ak-PPJ/Dipl-III/VIII/2020,2020,B,2025-08-02,Masih berlaku
Institut Teknologi Dan Bisnis Kalbis,Informatika,S1,03,4429/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-02,Masih berlaku
Universitas Pelita Harapan,Arsitektur,S1,03,4401/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-02,Masih berlaku
Institut Teknologi Bandung,Matematika,S2,PTN,4392/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,A,2025-08-02,Masih berlaku
Universitas Muria Kudus,Bimbingan Dan Konseling,S1,06,4418/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-02,Masih berlaku
Universitas Sanata Dharma,Teknik Mesin,S1,05,4409/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-02,Masih berlaku
Politeknik Negeri Bandung,Teknik Telekomunikasi,D-III,PTN,4389/SK/BAN-PT/Ak-PPJ/Dipl-III/VIII/2020,2020,A,2025-08-02,Masih berlaku
Universitas Bandar Lampung,Administrasi Bisnis,S1,02,4420/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-02,Masih berlaku
Universitas Brawijaya,Seni Rupa Murni,S1,PTN,4419/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-02,Masih berlaku
Universitas Palangka Raya,Pendidikan Fisika,S1,PTN,4422/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-02,Masih berlaku
Politeknik Negeri Lhokseumawe,Teknologi Kimia,D-III,PTN,4421/SK/BAN-PT/Ak-PPJ/Dipl-III/VIII/2020,2020,B,2025-08-02,Masih berlaku
Institut Agama Islam Negeri Tulungagung,Manajemen Dakwah,S1,PTAN,4373/SK/BAN-PT/Ak-PKP/S/VIII/2020,2020,Baik,2025-08-04,Masih berlaku
STAI Al-Khairat Pamekasan,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAS,4369/SK/BAN-PT/Ak-PKP/S/VIII/2020,2020,Baik,2025-08-04,Masih berlaku
Universitas Sutomo,Sistem Komputer,S1,01,4349/SK/BAN-PT/Ak-PKP/S/VIII/2020,2020,Baik,2025-08-04,Masih berlaku
Universitas Sutomo,Sistem Informasi,S1,01,4348/SK/BAN-PT/Ak-PKP/S/VIII/2020,2020,Baik,2025-08-04,Masih berlaku
Universitas Halu Oleo,Sastra Indonesia,S1,PTN,4428/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-04-11,Masih berlaku
STKIP Weetebula,Pendidikan Keagamaan Katolik,S1,15,4344/SK/BAN-PT/Ak-PKP/S/VIII/2020,2020,Baik,2025-08-04,Masih berlaku
Universitas Udayana,Ilmu Manajemen,S3,PTN,4462/SK/BAN-PT/Akred/D/VIII/2020,2020,A,2025-07-23,Masih berlaku
Universitas Bina Nusantara,Hubungan Masyarakat (Kampus Kota Malang),S1,03,4454/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-05,Masih berlaku
Institut Pertanian Bogor,Biologi Tumbuhan,S2,PTN,4463/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,A,2025-04-07,Masih berlaku
Sekolah Tinggi Manajemen Informatika Dan Komputer Mardira Indonesia,Komputerisasi Akuntansi,D-III,04,4478/SK/BAN-PT/Ak-PPJ/Dipl-III/VIII/2020,2020,B,2025-05-10,Masih berlaku
Institut Sains Dan Teknologi Nasional,Teknik Elektro,S2,03,4479/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,B,2025-04-26,Masih berlaku
Universitas Islam Negeri Antasari Banjarmasin,Hukum Ekonomi Syariah (Muamalah),S2,PTAN,4459/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,B,2025-08-05,Masih berlaku
Sekolah Tinggi Ilmu Ekonomi Pasaman,Manajemen,S1,10,4467/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-05-31,Masih berlaku
Sekolah Tinggi Teologi Bethel Indonesia,Pastoral Konseling,S2,PTAS,4471/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,B,2025-05-31,Masih berlaku
Universitas Kanjuruhan,Pendidikan Guru Sekolah Dasar,S1,07,4466/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-07-25,Masih berlaku
Universitas Islam Sultan Agung,Teknik Informatika,S1,06,4578/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-11,Masih berlaku
Universitas Jayabaya,Arsitektur,S1,03,4597/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-11,Masih berlaku
Institut Teknologi Nasional Bandung,Informatika,S1,04,4564/SK/BAN-PT/Akred/S/VIII/2020,2020,A,2025-08-11,Masih berlaku
Politeknik Caltex,Teknik Informatika,D-IV,10,4554/SK/BAN-PT/Akred/ST/VIII/2020,2020,A,2025-08-11,Masih berlaku
Universitas Muhammadiyah Prof Dr Hamka,Psikologi,S1,03,4561/SK/BAN-PT/Akred/S/VIII/2020,2020,A,2025-08-11,Masih berlaku
Universitas Negeri Surabaya,Teknologi Pendidikan,S1,PTN,4551/SK/BAN-PT/Akred/S/VIII/2020,2020,A,2025-08-11,Masih berlaku
Universitas Negeri Padang,Pendidikan Anak Usia Dini,S2,PTN,4577/SK/BAN-PT/Akred/M/VIII/2020,2020,B,2025-08-11,Masih berlaku
Universitas Tamansiswa,Akuntansi,S1,02,4585/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-11,Masih berlaku
Universitas Langlang Buana,Teknik Informatika,S2,04,4586/SK/BAN-PT/Akred/M/VIII/2020,2020,B,2025-08-11,Masih berlaku
Universitas Muhammadiyah Gresik,Kewirausahaan,S1,07,4591/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-11,Masih berlaku
Universitas Negeri Medan,Pendidikan Tari,S1,PTN,4552/SK/BAN-PT/Akred/S/VIII/2020,2020,A,2025-08-11,Masih berlaku
Universitas Pertahanan,Strategi Pertahanan Laut,S2,PTKL,4567/SK/BAN-PT/Akred/M/VIII/2020,2020,A,2025-08-11,Masih berlaku
Universitas Presiden,Teknik Industri,S1,04,4575/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-11,Masih berlaku
Universitas Nasional Pasim,Bahasa Inggris,D-III,04,4584/SK/BAN-PT/Akred/Dipl-III/VIII/2020,2020,B,2025-08-11,Masih berlaku
Universitas Jember,Proteksi Tanaman,S1,PTN,4581/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-11,Masih berlaku
Universitas Riau,Statistika,S1,PTN,4594/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-11,Masih berlaku
Universitas Sriwijaya,Akuntansi,S1,PTN,4555/SK/BAN-PT/Akred/S/VIII/2020,2020,A,2025-08-11,Masih berlaku
STKIP Bumi Persada Lhokseumawe,Pendidikan Bahasa Indonesia,S1,13,4598/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-11,Masih berlaku
Sekolah Tinggi Ilmu Pendidikan Bunga Bangsa,Pendidikan Bahasa Inggris,S1,11,4601/SK/BAN-PT/Akred/S/VIII/2020,2020,C,2025-08-11,Masih berlaku
Sekolah Tinggi Pariwisata Ampta Yogyakarta,Hospitality,S1,05,4611/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-11,Masih berlaku
Universitas Wahid Hasyim,Pendidikan Guru Madrasah Ibtidaiyah,S1,06,4609/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-11,Masih berlaku
STIKI Malang,Teknik Informatika,S1,07,4610/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-11,Masih berlaku
Institut Pertanian Stiper,Manajemen Perkebunan,S2,05,4580/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,B,2025-08-08,Masih berlaku
Universitas Sam Ratulangi,Agronomi,S2,PTN,4589/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,B,2025-08-08,Masih berlaku
Universitas Islam Negeri Sunan Ampel,Pendidikan Agama Islam,S2,PTAN,4560/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,A,2025-08-08,Masih berlaku
Universitas Veteran Bangun Nusantara,Pendidikan Bahasa Indonesia,S2,06,4573/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,B,2025-08-08,Masih berlaku
Sekolah Tinggi Ilmu Kepolisian,Ilmu Kepolisian,S2,PTKL,4556/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,A,2025-08-08,Masih berlaku
Universitas Tribhuwana Tunggadewi,Ilmu Komunikasi,S1,07,4583/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-08,Masih berlaku
Universitas Tridinanti,Arsitektur,S1,02,4596/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-08,Masih berlaku
Politeknik LP3I Jakarta,Administrasi Bisnis,D-III,03,4592/SK/BAN-PT/Ak-PPJ/Dipl-III/VIII/2020,2020,B,2025-08-08,Masih berlaku
Politeknik Negeri Lampung,Produksi Tanaman Perkebunan,D-III,PTN,4566/SK/BAN-PT/Ak-PPJ/Dipl-III/VIII/2020,2020,A,2025-08-08,Masih berlaku
Universitas Mahasaraswati Denpasar,Sastra Inggris,S1,08,4520/SK/BAN-PT/Ak-PNB/S/VIII/2020,2020,B,2024-07-10,104 hari lagi kadaluarsa
STAI Al-Hikmah Tuban,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,PTAS,4534/SK/BAN-PT/Ak-PNB/S/VIII/2020,2020,B,2024-07-30,124 hari lagi kadaluarsa
Institut Teknologi Del,Teknologi Komputer,D-III,01,4515/SK/BAN-PT/Ak-PNB/Dipl-III/VIII/2020,2020,B,2024-09-17,173 hari lagi kadaluarsa
Universitas Sunan Giri Surabaya,Hukum Keluarga Islam (Ahwal Syakhshiyah),S1,07,4522/SK/BAN-PT/Ak-PNB/S/VIII/2020,2020,B,2025-05-31,Masih berlaku
Universitas Sains Dan Teknologi Komputer,Teknik Elektronika,D-III,06,4538/SK/BAN-PT/Ak-PNB/Dipl-III/VIII/2020,2020,B,2025-02-28,Masih berlaku
Universitas Sains Dan Teknologi Komputer,Komputerisasi Akuntansi,D-IV,06,4537/SK/BAN-PT/Ak-PNB/ST/VIII/2020,2020,B,2025-05-05,Masih berlaku
Universitas Sains Dan Teknologi Komputer,Teknik Komputer,D-III,06,4533/SK/BAN-PT/Ak-PNB/Dipl-III/VIII/2020,2020,B,2025-05-05,Masih berlaku
Universitas Hang Tuah,Administrasi Publik,S1,07,4511/SK/BAN-PT/Ak-PNB/S/VIII/2020,2020,A,2024-12-14,Masih berlaku
Universitas Kristen Wira Wacana Sumba,Manajemen,S1,15,4623/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-12,Masih berlaku
Universitas Muhammadiyah Malang,Pendidikan Matematika,S2,07,4619/SK/BAN-PT/Akred/M/VIII/2020,2020,B,2025-08-12,Masih berlaku
Universitas Wanita Internasional,Kimia,S1,04,4624/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-12,Masih berlaku
Universitas Islam Kuantan Singingi,Agribisnis,S1,10,4620/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-12,Masih berlaku
Universitas Katolik Santo Thomas,Sastra Inggris,S1,01,4621/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-12,Masih berlaku
Universitas Pendidikan Indonesia,Linguistik,S3,PTN,4628/SK/BAN-PT/Akred/D/VIII/2020,2020,A,2025-08-12,Masih berlaku
STIE Nias Selatan,Akuntansi,D-III,01,4721/SK/BAN-PT/Akred/Dipl-III/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Madako Toli-toli,Pendidikan Bahasa Inggris,S1,16,4700/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Bale Bandung,Agribisnis,S1,04,4697/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Garut,Agribisnis,S1,04,4743/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Akademi Perkeretaapian Indonesia Madiun,Teknik Elektro Perkeretaapian,D-III,PTKL,4683/SK/BAN-PT/Akred/Dipl-III/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Jenderal Achmad Yani,Teknik Metalurgi,S1,04,4702/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Batanghari Jambi,Pendidikan Matematika,S1,10,4706/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Pendidikan Ganesha,Perhotelan,D-III,PTN,4675/SK/BAN-PT/Akred/Dipl-III/VIII/2020,2020,A,2025-08-18,Masih berlaku
Universitas Samudra,Budidaya Perairan,S1,PTN,4715/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Muhammadiyah Palangka Raya,Administrasi Publik,S2,11,4673/SK/BAN-PT/Akred/M/VIII/2020,2020,A,2025-08-18,Masih berlaku
Universitas Muhammadiyah Palangka Raya,Pendidikan Teknologi Informasi,S1,11,4737/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Muhammadiyah Pare-pare,Pendidikan Biologi,S1,09,4681/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Wahid Hasyim,Teknik Informatika,S1,06,4716/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Negeri Padang,Pendidikan Tari,S1,PTN,4732/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Trisakti,Teknik Geologi,S1,03,4670/SK/BAN-PT/Akred/S/VIII/2020,2020,A,2025-08-18,Masih berlaku
Universitas Bengkulu,Kesejahteraan Sosial,S2,PTN,4736/SK/BAN-PT/Akred/M/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Negeri Medan,Pendidikan Musik,S1,PTN,4680/SK/BAN-PT/Akred/S/VIII/2020,2020,A,2025-08-18,Masih berlaku
Universitas Hasanuddin,Teknik Agroindustri,S2,PTN,4691/SK/BAN-PT/Akred/M/VIII/2020,2020,B,2025-08-18,Masih berlaku
Politeknik Keuangan Negara STAN,Kebendaharaan Negara,D-I,PTKL,4696/SK/BAN-PT/Akred/Dipl-I/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Negeri Padang,Manajemen Perhotelan,D-IV,PTN,4667/SK/BAN-PT/Akred/ST/VIII/2020,2020,A,2025-08-18,Masih berlaku
Politeknik Negeri Sriwijaya,Akuntansi,D-III,PTN,4669/SK/BAN-PT/Akred/Dipl-III/VIII/2020,2020,A,2025-08-18,Masih berlaku
Universitas Mercu Buana Yogyakarta,Agroteknologi,S1,05,4668/SK/BAN-PT/Akred/S/VIII/2020,2020,A,2025-08-18,Masih berlaku
Universitas Muhammadiyah Cirebon,Ilmu Hukum,S1,04,4688/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Islam Al-Ihya Kuningan,Pendidikan  Bahasa Inggris,S1,04,4734/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Galuh Ciamis,Akuntansi,S1,04,4682/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Politeknik Negeri Samarinda,Teknika,D-III,PTN,4713/SK/BAN-PT/Akred/Dipl-III/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Andalas,Studi Pembangunan,S3,PTN,4689/SK/BAN-PT/Akred/D/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Nurtanio,Teknik Industri,S1,04,4725/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Sebelas Maret,Seni Rupa Murni,S1,PTN,4698/SK/BAN-PT/Akred/S/VIII/2020,2020,Baik Sekali,2025-08-18,Masih berlaku
AMIK Sigma,Manajemen Informatika,D-III,02,4765/SK/BAN-PT/Akred/Dipl-III/VIII/2020,2020,Baik,2025-08-18,Masih berlaku
Politeknik Manufaktur Astra,Teknologi Konstruksi Bangunan Gedung,D-III,03,4766/SK/BAN-PT/Akred/Dipl-III/VIII/2020,2020,Baik,2025-08-18,Masih berlaku
Universitas Muhammadiyah Ponorogo,Akuntansi,S1,07,4770/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-07-25,Masih berlaku
Universitas Islam Riau,Administrasi Publik,S1,10,4769/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-02,Masih berlaku
Universitas PGRI Adi Buana,Pendidikan Matematika,S1,07,4727/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-16,Masih berlaku
Universitas Gadjah Mada,Magister Sains Ilmu Ekonomi,S2,PTN,4662/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,A,2025-08-16,Masih berlaku
Universitas Islam Negeri Imam Bonjol Padang,Hukum Ekonomi Syariah (Muamalah),S1,PTAN,4726/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-16,Masih berlaku
Universitas Trilogi,Desain Komunikasi Visual,S1,03,4739/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-16,Masih berlaku
Universitas Gadjah Mada,Ekonomika Terapan,D-III,PTN,4666/SK/BAN-PT/Ak-PPJ/Dipl-III/VIII/2020,2020,A,2025-08-16,Masih berlaku
Sekolah Tinggi Filsafat Theologi Jakarta,Ilmu Teologi,S1,03,4672/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,A,2025-08-16,Masih berlaku
Universitas Darussalam Gontor,Pendidikan Bahasa Arab,S2,07,4701/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,B,2025-08-16,Masih berlaku
Institut Agama Islam Negeri Batusangkar,Manajemen Pendidikan Islam,S2,PTAN,4710/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,B,2025-08-16,Masih berlaku
Universitas Lampung,Pendidikan Biologi,S1,PTN,4714/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-16,Masih berlaku
Universitas Padjadjaran,Sastra Jepang,S1,PTN,4660/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,A,2025-08-16,Masih berlaku
Institut Teknologi Indonesia,Teknik Informatika,S1,03,4741/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-16,Masih berlaku
Universitas Ngurah Rai,Teknik Sipil,S1,08,4728/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-16,Masih berlaku
Politeknik Negeri Samarinda,Perawatan Dan Perbaikan Mesin,D-III,PTN,4707/SK/BAN-PT/Ak-PPJ/Dipl-III/VIII/2020,2020,B,2025-08-16,Masih berlaku
Universitas Halu Oleo,Pendidikan Pancasila Dan Kewarganegaraan,S1,PTN,4724/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-16,Masih berlaku
Sekolah Tinggi Ilmu Agama Islam Al Azhar,Pendidikan Agama Islam,S1,PTAS,4695/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-16,Masih berlaku
Universitas Widya Gama,Agribisnis,S1,07,4723/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-16,Masih berlaku
Universitas Muhammadiyah Prof. Dr. Hamka,Akuntansi,S1,03,4685/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-16,Masih berlaku
Institut Teknologi Nasional Bandung,Perencanaan Wilayah Dan Kota,S1,04,4694/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-16,Masih berlaku
Institut Sains Dan Teknologi AKPRIND,Teknik Elektro,S1,05,4722/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-16,Masih berlaku
Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya,Akuntansi,S1,07,4671/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,A,2025-08-16,Masih berlaku
Universitas Bina Sarana Informatika,Sistem Informasi Kampus Kota Bogor,D-III,03,4729/SK/BAN-PT/Ak-PPJ/Dipl-III/VIII/2020,2020,B,2025-08-16,Masih berlaku
Universitas Garut,Ilmu Administrasi Negara,S2,04,4717/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,B,2025-08-18,Masih berlaku
Universitas Pakuan,Biologi,S1,04,4782/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-19,Masih berlaku
Universitas Jenderal Soedirman,Matematika,S1,PTN,4781/SK/BAN-PT/Akred/S/VIII/2020,2020,A,2025-08-19,Masih berlaku
Universitas Jambi,Matematika,S1,PTN,4783/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-19,Masih berlaku
Universitas Malikussaleh,Psikologi,S1,PTN,4784/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-19,Masih berlaku
Universitas Serambi Mekkah,Pendidikan Bahasa Inggris,S1,13,4786/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-19,Masih berlaku
Universitas Maritim Raja Ali Haji (UMRAH),Ilmu Kelautan,S1,PTN,4790/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-19,Masih berlaku
Universitas Bina Nusantara,Manajemen,S1,03,4795/SK/BAN-PT/Akred-Itnl/S/VIII/2020,2020,Unggul,2024-11-30,Masih berlaku
INSTITUT ILMU KESEHATAN STRADA INDONESIA,ILMU KESEHATAN MASYARAKAT,S1,07,0274/LAM-PTKes/Akr/Sar/Khs/V/2019,2019,B,2024-05-24,57 hari lagi kadaluarsa
POLITEKNIK KALTARA,FARMASI,D-III,11,0329/LAM-PTKes/Akr/Dip/Khs/VI/2019,2019,C,2024-06-28,92 hari lagi kadaluarsa
SEKOLAH TINGGI ILMU KESEHATAN INDAH MEDAN,FARMASI,D-III,01,0267/LAM-PTKes/Akr/Dip/Khs/V/2019,2019,B,2024-05-24,57 hari lagi kadaluarsa
SEKOLAH TINGGI ILMU KESEHATAN NAZHATUT THULLAB SAMPANG,KEPERAWATAN,D-III,07,0531/LAM-PTKes/Akr/Dip/Khs/IX/2019,2019,B,2024-09-28,Masih berlaku
SEKOLAH TINGGI ILMU KESEHATAN SEHAT MEDAN,KEPERAWATAN,D-III,01,0128/LAM-PTKes/Akr/Dip/Khs/III/2019,2019,B,2024-03-22,Sedang dalam proses evaluasi untuk perpanjangan peringkat.
SEKOLAH TINGGI ILMU KESEHATAN SEHAT MEDAN,KEBIDANAN,D-III,01,0134/LAM-PTKes/Akr/Dip/Khs/III/2019,2019,B,2024-03-22,Sedang dalam proses evaluasi untuk perpanjangan peringkat.
UNIVERSITAS AISYIYAH SURAKARTA,KEBIDANAN,D-III,06,0728/LAM-PTKes/Akr/Dip/Khs/XII/2019,2019,A,2024-12-28,Masih berlaku
UNIVERSITAS AISYIYAH SURAKARTA,KEPERAWATAN,D-III,06,0074/LAM-PTKes/Akr/Dip/Khs/II/2020,2020,A,2025-02-27,Masih berlaku
UNIVERSITAS AISYIYAH YOGYAKARTA YOGYAKARTA,ANALIS KESEHATAN,D-IV,05,0286/LAM-PTKes/Akr/Dip/Khs/V/2019,2019,B,2024-05-24,57 hari lagi kadaluarsa
UNIVERSITAS BINA MANDIRI GORONTALO,ADMINISTRASI RUMAH SAKIT,S1,16,0032/LAM-PTKes/Akr/Sar/Khs/I/2020,2020,C,2025-01-23,Masih berlaku
UNIVERSITAS CITRA BANGSA,KEBIDANAN,D-III,15,0724/LAM-PTKes/Akr/Dip/Khs/XII/2019,2019,B,2024-12-28,Masih berlaku
UNIVERSITAS IMELDA MEDAN,FARMASI,S1,01,0203/LAM-PTKes/Akr/Sar/Khs/IV/2019,2019,C,2024-04-26,29 hari lagi kadaluarsa
UNIVERSITAS PUANGRIMAGGALATUNG,KEPERAWATAN,S1,09,0243/LAM-PTKes/Akr/Sar/Khs/V/2019,2019,C,2024-05-24,57 hari lagi kadaluarsa
Universitas Madako Toli-toli,Teknologi Pendidikan,S1,16,4874/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-25,Masih berlaku
Universitas Sangga Buana,Teknik Elektro,S1,04,4873/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-25,Masih berlaku
Universitas Islam Nahdlatul Ulama Jepara,Teknik Informatika,S1,06,4896/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-25,Masih berlaku
Universitas Pakuan,Manajemen,S1,04,4869/SK/BAN-PT/Akred/S/VIII/2020,2020,A,2025-08-25,Masih berlaku
Universitas Sultan Ageng Tirtayasa,Pendidikan Bahasa Inggris,S1,PTN,4861/SK/BAN-PT/Akred/S/VIII/2020,2020,A,2025-08-25,Masih berlaku
Universitas Ciputra Surabaya,Akuntansi,S1,07,4854/SK/BAN-PT/Akred/S/VIII/2020,2020,A,2025-08-25,Masih berlaku
Universitas PGRI Semarang,Teknik Mesin,S1,06,4890/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-25,Masih berlaku
Universitas Jambi,Teknologi Hasil Perikanan,D-III,PTN,4872/SK/BAN-PT/Akred/Dipl-III/VIII/2020,2020,B,2025-08-25,Masih berlaku
Universitas Jambi,Fisika,S1,PTN,4870/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-25,Masih berlaku
ASM Marsudirini Santa Maria,Manajemen Perusahaan,D-III,05,4881/SK/BAN-PT/Akred/Dipl-III/VIII/2020,2020,B,2025-08-25,Masih berlaku
Universitas Pertahanan,Strategi Pertahanan Darat,S2,PTKL,4912/SK/BAN-PT/Akred/M/VIII/2020,2020,A,2025-08-25,Masih berlaku
Universitas Muhammadiyah Makassar,Pendidikan Bahasa Inggris,S2,09,4887/SK/BAN-PT/Akred/M/VIII/2020,2020,B,2025-08-25,Masih berlaku
Politeknik Negeri Sriwijaya,Teknik Listrik,D-III,PTN,4880/SK/BAN-PT/Akred/Dipl-III/VIII/2020,2020,B,2025-08-25,Masih berlaku
Universitas Asahan,Ilmu Hukum,S1,01,4911/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-25,Masih berlaku
Universitas Negeri Manado,Pendidikan IPA,S1,PTN,4883/SK/BAN-PT/Akred/S/VIII/2020,2020,B,2025-08-25,Masih berlaku
Universitas Pendidikan Indonesia,Pendidikan Agama Islam,S2,PTN,4829/SK/BAN-PT/Akred/M/VIII/2020,2020,A,2025-08-25,Masih berlaku
Universitas Palangka Raya,Ilmu Lingkungan,S3,PTN,4915/SK/BAN-PT/Akred/D/VIII/2020,2020,B,2025-08-25,Masih berlaku
Akademi Teknik Perkapalan Veteran,Teknik Permesinan Kapal,D-III,06,4916/SK/BAN-PT/Akred/Dipl-III/VIII/2020,2020,B,2025-08-25,Masih berlaku
Universitas Tanjungpura,PGSD,S2,PTN,4878/SK/BAN-PT/Akred/M/VIII/2020,2020,B,2025-08-25,Masih berlaku
